#{"t_start": 1780240542.622753, "env_id": "Walker2d-v4"}
r,l,t
414.930027,172,750.857644
253.757821,116,752.853669
432.80963,159,753.08244
457.52996,193,753.362532
364.664732,146,755.219331
467.417228,183,755.484106
364.3551,158,755.716902
498.438216,200,757.504676
374.515923,140,757.713729
375.529736,168,757.961807
362.19892,162,758.205894
401.093286,151,759.776009
394.206126,165,760.016667
259.480041,111,760.182654
290.652272,116,761.947065
448.270537,183,762.293921
501.868755,215,762.640244
414.187429,155,764.465423
467.522268,191,764.775168
448.964067,187,765.089818
311.931508,117,767.073164
378.554139,152,767.305624
417.278586,160,767.570855
431.740358,154,769.644456
344.08478,132,769.930135
387.401167,153,770.209493
436.376514,162,770.602592
413.497127,165,772.921255
500.083471,219,773.358865
422.737554,164,773.691708
547.91771,217,775.631022
401.696866,148,775.929392
470.926427,188,777.908411
384.952831,144,778.227028
400.296714,151,778.520984
405.204282,176,778.873738
393.08938,137,781.392496
524.046779,231,781.742549
289.014211,121,782.003299
543.782164,250,784.087868
277.513889,115,784.307657
336.72605,123,784.508318
414.904471,169,786.675343
450.695079,181,787.0001
426.609346,163,787.294673
496.654751,211,789.551181
474.282458,192,789.848038
377.474158,174,790.125085
412.344278,152,791.746186
409.34056,158,792.000091
376.5605,143,792.284792
415.125303,151,793.915759
302.80955,121,794.1869
406.303953,150,794.481509
449.940611,187,796.324818
361.931434,133,796.614783
432.622379,157,796.944916
388.086995,150,797.244893
335.964031,122,799.157818
459.893139,202,799.620409
394.751312,150,799.937939
458.187893,169,801.562362
513.541047,202,801.895416
178.891077,81,802.033479
192.707279,87,802.186109
350.166075,123,803.975553
297.024414,114,804.163829
485.308706,191,804.457907
348.826824,123,804.68831
435.603854,164,806.315933
406.956693,153,806.585869
496.218221,214,808.55636
494.129005,179,808.902635
381.366008,150,809.138282
438.952571,156,809.418904
450.264651,182,811.178428
435.920198,168,811.451119
524.537377,217,814.142886
374.437649,157,814.39114
523.821592,207,814.746515
446.78095,171,816.411615
371.416859,172,816.696934
448.615745,179,816.957749
462.124935,172,818.521714
466.979908,173,818.855639
410.193597,185,819.153834
431.206232,159,820.888762
475.805371,192,821.229429
428.894749,157,821.449749
476.981939,193,822.999409
499.068763,193,823.307494
484.687745,194,823.6285
396.714325,153,825.423964
368.472993,146,825.637921
456.457513,163,825.891685
467.148822,172,827.543781
436.37568,174,827.825636
344.356374,139,828.039524
294.164294,116,829.749068
526.489258,217,830.067459
354.402229,120,830.237752
158.913655,77,830.353049
369.568637,163,831.999011
421.170505,161,832.23737
424.854543,165,832.487927
289.364125,113,834.022563
452.656988,162,834.267434
472.305431,178,834.524871
540.954607,221,836.248745
390.431989,136,836.466955
261.91563,112,836.648938
414.49587,150,836.881641
335.820476,121,838.695067
395.738496,149,838.910463
287.920779,113,839.077816
448.541916,172,840.022787
460.926784,183,842.032972
443.339769,164,842.317902
503.697165,202,844.47939
431.447879,159,844.754364
503.494935,196,845.081267
410.096609,157,847.63517
504.103677,191,847.977109
518.834864,231,848.400317
544.547474,219,850.466109
471.533292,183,850.775798
513.994254,199,852.528171
504.535418,214,852.860739
489.334055,197,853.124475
434.418576,177,854.801677
437.330512,157,855.021373
251.934559,101,855.175364
366.063386,136,855.381288
491.862164,178,856.995468
405.004265,138,857.248303
442.335681,157,857.477528
526.746477,228,859.538739
465.852533,170,859.771842
422.119745,156,860.002852
487.771434,177,861.694345
369.857867,131,861.899332
466.312492,186,862.174299
421.167895,148,863.966644
541.512404,216,864.278133
425.032455,148,864.485244
440.715595,163,866.328676
502.296264,199,866.631504
516.444472,201,868.63329
571.318021,256,869.060901
410.520035,145,869.297999
455.243032,161,871.211588
447.258047,166,871.485266
104.22498,219,871.818242
485.594844,171,873.760933
532.515349,204,874.065551
387.343854,143,874.280429
505.112269,194,876.16048
448.727257,171,876.440681
481.93468,182,876.743221
458.692385,169,878.689077
439.736801,175,878.952176
572.639341,236,881.433441
413.963677,149,881.652489
468.095396,164,881.893747
474.176137,171,883.697456
507.742176,173,883.950086
515.899711,194,884.239131
442.358079,165,886.148126
418.815165,168,886.384248
406.890356,146,886.587544
459.737575,193,888.654666
482.961511,189,888.934723
515.929939,194,889.222908
501.870373,195,891.471761
406.906326,151,891.699301
449.574876,169,891.948513
449.741084,160,894.277578
496.524905,188,894.580268
507.784542,209,894.923838
419.329499,145,896.876377
473.884808,174,897.132595
466.331907,167,897.38668
476.526325,171,899.009809
438.535041,157,899.239534
485.421407,182,899.515647
469.991111,166,901.198485
472.373985,174,901.496321
489.655897,178,901.781866
506.201754,196,903.545368
510.819395,184,903.814588
328.969191,127,904.043764
526.594221,210,905.823743
462.102908,162,906.063604
509.325215,189,906.36233
423.291758,176,908.136577
408.700153,143,908.374107
463.245636,161,908.687691
515.273736,185,910.483634
445.617297,167,910.765184
510.069866,186,911.085068
463.055599,158,913.165366
425.589149,151,913.394349
565.633047,215,913.731906
439.290021,170,915.560522
542.687471,199,915.868071
351.668285,131,916.067061
488.829813,180,917.708035
485.890085,175,917.948683
469.366669,183,918.214871
467.464922,168,920.013088
510.179679,200,920.302126
370.250791,131,920.467299
460.747406,162,922.061758
464.752878,172,922.335593
510.553168,189,922.64085
326.969071,133,924.210875
426.270262,157,924.456147
190.175736,84,924.585819
465.457965,165,926.472202
346.602064,141,926.711366
491.127209,174,926.984834
450.685404,151,927.265716
463.033604,172,929.043259
495.613128,172,929.291856
403.648032,137,929.490285
487.183268,174,931.238759
260.542577,109,931.408268
418.166111,155,931.640032
512.628668,202,933.473711
239.443697,100,933.63571
431.64843,144,933.865442
491.161394,178,934.185825
491.565203,184,936.159389
499.008822,173,936.413117
528.836605,188,938.02532
331.66941,131,938.240422
382.712342,135,938.443136
412.039623,147,938.665546
452.537247,166,940.217017
457.635049,162,940.454791
432.14955,148,940.685511
483.762443,168,942.298536
430.831114,147,942.532913
314.460734,126,942.741323
423.755965,141,942.966599
511.479955,194,945.167332
477.718705,180,945.436337
429.520991,159,945.695716
482.361005,170,947.353158
457.653613,166,947.595686
485.563976,177,947.859109
461.84884,163,949.402869
469.710987,162,949.653342
543.882319,219,951.38204
502.637441,182,951.649077
511.910462,189,951.903768
407.526943,150,953.315657
423.2615,154,953.522973
485.843253,171,953.780514
524.620014,187,955.322773
507.441638,208,955.63794
569.33021,195,956.663773
551.041785,197,958.572797
529.659146,190,958.888763
436.718545,181,959.190956
351.591555,149,961.091729
481.734366,177,961.399505
442.712602,149,961.624312
466.34957,164,963.508072
441.844839,188,963.810293
496.390067,162,964.077804
451.230565,150,966.062428
523.90377,214,966.399038
478.887301,173,966.674316
474.360909,180,968.800834
453.242588,155,969.040761
443.755638,157,969.295964
510.485912,193,971.314636
543.248098,197,971.628408
470.058297,156,971.882288
473.645345,158,973.58062
450.951525,157,973.81236
464.353015,172,974.069094
529.22832,205,975.915693
449.94471,158,976.170447
536.639619,197,976.486431
531.630315,198,978.672114
560.872193,220,979.276637
568.233414,220,981.429091
526.573348,198,981.773468
514.943182,189,982.039943
521.296709,178,983.766213
494.139228,176,984.00638
500.085352,177,985.874015
515.011456,178,986.132824
496.053077,172,986.375759
360.616279,137,986.569524
495.980204,177,988.703692
132.829059,245,989.092365
553.792365,203,991.315424
478.94062,162,991.623404
465.222061,158,991.883196
519.251229,183,994.108397
543.297518,189,994.411724
474.384595,164,994.653561
459.248108,161,996.711684
402.886575,151,996.935246
567.956102,220,997.28332
476.399743,174,999.322772
526.883066,195,999.653736
470.126993,164,999.969163
516.625681,178,1002.179003
674.019042,305,1002.655025
505.270529,172,1004.380296
520.703056,189,1004.665967
586.9372,235,1006.745543
318.576294,132,1006.96587
454.735268,156,1007.227868
539.276706,201,1009.315666
506.973867,182,1009.630587
386.586912,134,1009.854983
558.186822,207,1012.513022
501.908187,176,1012.823817
481.970425,166,1013.142981
447.483575,157,1015.06163
477.306913,171,1015.331454
501.463427,181,1015.7193
502.282144,173,1017.492073
522.138196,183,1017.789634
483.537324,171,1018.065434
503.577876,171,1019.826113
442.491436,154,1020.064534
407.757738,147,1020.29591
514.419068,193,1022.369178
500.738256,175,1022.694904
454.627654,160,1023.019514
493.999945,175,1025.118487
495.46058,175,1025.416564
479.448184,176,1025.695301
516.524987,179,1027.635039
373.894282,137,1027.8295
357.129908,166,1028.11886
486.331865,171,1028.385656
457.102762,156,1030.388162
533.677391,191,1030.714914
559.596538,208,1032.841386
546.733015,207,1033.186647
497.854671,174,1033.469346
589.397433,221,1035.429037
238.443116,101,1035.57376
435.221,145,1035.811712
482.37498,161,1037.439969
476.807408,170,1037.708373
368.866375,136,1037.930332
359.315808,125,1038.16495
433.100199,147,1040.331331
502.332626,176,1040.599114
623.851109,266,1042.511035
520.713961,189,1042.819243
470.665011,164,1043.578752
536.079458,174,1045.241972
496.208271,180,1045.495355
518.995338,186,1045.756346
525.134855,192,1047.553793
376.535399,141,1047.77023
472.972375,164,1048.024349
458.888723,165,1049.756242
566.72501,207,1050.09915
524.612403,181,1050.344318
392.076858,131,1051.835099
540.738657,184,1052.101187
514.116898,171,1052.351077
523.277229,173,1054.136261
440.066412,148,1054.372308
485.810359,173,1054.638345
657.858915,273,1056.727244
557.115705,201,1057.092518
509.433815,176,1057.403427
537.725551,186,1059.494715
472.956896,169,1059.756553
469.167028,158,1061.72268
541.437591,186,1062.020278
613.161824,237,1062.394661
513.042559,186,1064.274427
577.288129,208,1064.598272
521.498158,177,1064.863483
506.47859,171,1066.774636
444.84124,161,1067.033564
427.81034,150,1067.305198
554.096585,190,1069.134995
502.090945,174,1069.39985
477.802407,164,1069.635122
564.351298,189,1071.496849
469.269385,163,1071.744285
434.153842,154,1071.977463
509.763538,175,1073.836341
530.82678,190,1074.137981
561.239615,202,1076.569451
534.293576,179,1076.835909
566.014736,193,1077.124999
502.72619,167,1078.944422
436.330764,151,1079.179823
611.404955,244,1080.277552
511.389661,186,1082.158165
531.591562,201,1082.427928
609.220247,257,1084.155695
481.4435,164,1084.371024
480.203317,169,1084.595533
502.431925,171,1086.184402
502.487762,185,1086.462122
481.870632,159,1086.698322
549.904617,187,1088.463556
213.768725,94,1088.604202
550.254952,187,1088.877577
499.765138,204,1090.74081
465.437901,163,1091.002137
498.279249,167,1091.273914
475.804867,182,1093.436399
564.366379,200,1093.744325
519.44579,178,1094.006118
584.396271,226,1095.910726
615.916035,232,1096.280891
512.219898,177,1098.067932
485.818141,166,1098.349629
112.204208,64,1098.544708
626.806594,261,1099.399776
528.218248,200,1101.1734
622.609154,221,1101.490123
488.36466,166,1103.321357
459.447799,158,1103.567315
526.999603,189,1103.82767
491.431607,164,1105.516579
483.129068,171,1105.761077
572.207541,201,1106.047898
471.919656,168,1107.950132
482.38979,162,1108.212153
491.707631,179,1108.507619
525.675143,191,1110.822006
505.89765,173,1111.090392
493.044542,177,1111.373235
502.91596,177,1113.148527
497.181303,171,1113.402256
465.105295,161,1113.64391
502.516622,183,1115.302779
486.484674,165,1115.535895
550.515677,191,1115.795443
529.159695,182,1117.331664
547.806607,191,1117.591838
500.408463,175,1119.202367
442.972174,175,1119.45988
460.06761,154,1119.687933
497.314427,173,1121.361898
486.649807,167,1121.609299
551.964964,190,1121.891846
495.495412,187,1123.815877
522.249923,187,1124.122728
565.69823,191,1124.43742
517.454675,177,1126.525776
543.397795,191,1126.83083
214.647489,95,1126.982119
490.133568,168,1128.918472
448.203347,151,1129.180904
529.11751,184,1129.505127
461.560665,159,1131.640403
518.295785,178,1132.019713
522.888595,186,1132.410957
467.212611,169,1134.707449
602.381041,231,1135.08928
500.326062,169,1135.392974
573.997601,189,1137.733029
430.332909,152,1137.994123
521.106903,173,1138.313758
449.012893,155,1140.305436
443.640041,159,1140.617038
523.610986,183,1140.985847
515.765093,180,1143.312504
144.718029,72,1143.413596
479.864613,163,1143.690822
521.661008,171,1143.965575
449.992426,156,1146.253788
537.150734,182,1146.575342
580.675206,209,1148.399452
554.660252,213,1148.709134
570.196027,188,1148.984661
540.665099,180,1150.615429
536.757204,175,1150.89645
331.929091,149,1151.146097
560.547155,193,1153.424765
523.777168,184,1153.757585
544.093611,183,1154.070398
583.618834,201,1156.355195
540.103703,193,1156.786851
521.743133,177,1158.922316
589.127584,202,1159.247243
492.023816,172,1159.54942
491.307418,174,1161.09285
502.810877,167,1161.324271
506.274334,197,1161.65661
480.391742,178,1163.348631
570.64834,198,1163.670943
565.184429,189,1164.085358
432.995803,146,1165.771105
498.061481,172,1166.055735
568.318655,193,1166.391922
506.448841,186,1168.445656
511.10013,166,1168.830523
614.382586,222,1170.881479
564.808889,206,1171.228017
490.992457,166,1171.606795
555.739841,197,1173.471014
543.905493,189,1173.868344
508.354849,174,1174.797709
520.7011,177,1176.61886
461.702864,167,1176.936981
542.798931,202,1177.382506
555.22497,198,1179.380453
510.428554,169,1179.740055
574.165165,216,1181.514463
579.637289,218,1181.920457
522.580908,183,1182.241816
109.618429,63,1182.35517
544.036507,194,1184.149766
552.085704,184,1184.438128
535.806679,189,1186.079588
401.531291,146,1186.301631
470.555274,168,1186.549481
526.649786,183,1188.185032
551.826376,188,1188.521076
449.886354,163,1188.801472
565.435827,200,1190.65613
566.66519,199,1190.964893
558.091876,196,1191.270776
578.653606,208,1192.971875
571.12494,202,1193.278405
560.894065,210,1195.073495
501.891652,172,1195.365042
547.431461,188,1195.655927
472.12009,160,1197.677927
525.901411,180,1197.966209
561.614151,190,1198.283167
597.674865,227,1200.421178
637.010641,242,1201.609219
526.63649,186,1203.612311
492.68308,165,1203.860259
575.412227,192,1204.141208
555.167006,184,1205.951268
532.619095,187,1206.245889
517.129713,171,1206.518022
548.580376,194,1208.672004
509.866034,173,1208.934244
525.161096,183,1209.207928
538.364753,199,1210.868366
584.224051,222,1211.191792
502.911319,172,1212.859439
489.094688,165,1213.122673
560.649278,201,1213.463418
530.590024,179,1215.017841
572.532756,201,1215.29148
521.130309,179,1215.556702
552.821836,191,1217.237349
565.775417,194,1217.522747
674.286705,275,1219.638667
413.44062,167,1219.977143
535.724711,193,1220.315242
574.418139,202,1222.345062
538.699511,183,1222.617674
542.891074,178,1222.909605
530.620639,184,1224.752865
586.961302,214,1225.079989
564.737887,192,1226.79558
545.428968,184,1227.059516
558.163605,185,1227.349649
544.22212,189,1229.056695
569.158818,197,1229.352682
541.464618,187,1229.649602
522.008877,179,1231.919083
573.182094,190,1232.211774
492.602802,170,1234.283754
465.855488,161,1234.531504
523.965817,180,1234.809204
496.628118,169,1236.863752
555.207424,194,1237.158257
446.379209,156,1237.40132
528.30971,186,1240.136705
610.425258,217,1240.469725
570.585781,211,1240.842298
100.653858,59,1242.790145
484.902707,163,1243.069675
569.174849,207,1243.387137
575.486201,190,1245.112664
529.373336,175,1245.372678
567.806151,192,1245.6591
543.944725,194,1247.310842
559.017724,178,1247.556358
524.914232,179,1247.807208
577.655559,209,1249.354389
462.281256,160,1249.584768
552.331467,195,1251.209585
550.161773,196,1251.494202
533.720255,187,1251.800027
549.687801,193,1253.500609
550.415779,192,1253.805102
583.336276,198,1254.174624
547.924826,180,1256.019676
557.730237,187,1256.323429
544.359056,185,1256.608025
601.419651,220,1258.43451
534.656464,198,1258.746621
533.954376,186,1260.433472
497.721632,168,1260.705047
567.774067,189,1260.984665
475.976123,160,1262.63797
523.706567,189,1262.943212
626.024236,206,1263.280655
491.022766,167,1265.068444
537.977105,183,1265.355608
476.557767,156,1265.58377
516.870434,172,1267.208002
578.475486,197,1267.509077
548.642282,200,1269.240599
670.335653,216,1269.58099
500.332619,173,1269.862312
553.916643,213,1271.886269
560.056532,193,1272.738978
501.74984,169,1273.01505
571.439662,196,1274.752513
519.850958,172,1275.030629
471.332324,159,1275.279087
611.364115,211,1277.152671
491.890793,165,1277.428165
575.460552,191,1279.207098
545.246434,183,1279.458679
567.386093,189,1279.74329
568.867146,208,1281.769565
459.2341,154,1281.999222
529.03574,188,1282.249018
596.31563,197,1283.863832
520.131152,176,1284.104116
563.59489,190,1284.381032
497.247313,168,1286.040962
576.036048,192,1286.318274
519.616528,178,1288.152011
555.38815,185,1288.449388
510.771821,173,1288.74609
564.646492,182,1290.583383
560.447463,195,1290.87766
569.345054,184,1291.154494
580.965422,217,1293.429887
473.005099,168,1293.679891
540.17659,187,1293.982403
509.307117,169,1295.988925
536.515463,174,1296.262381
537.57482,182,1296.568697
505.645287,168,1298.604324
610.256095,209,1298.920452
560.943443,192,1300.910014
584.174303,209,1301.230811
502.75372,170,1301.489701
622.316399,212,1303.704009
535.2337,185,1304.014122
598.825273,201,1304.338104
556.60489,207,1306.931195
567.14668,191,1307.254441
490.749908,164,1309.224526
614.702192,214,1309.571939
558.360512,186,1309.884149
527.736282,189,1312.040448
565.003173,184,1312.321674
537.78956,182,1312.615767
566.89485,187,1314.126196
561.60143,190,1314.398627
550.375973,193,1315.950706
623.006771,199,1316.25035
585.199488,195,1316.550146
541.171357,179,1318.997846
518.175587,170,1319.25704
501.49657,170,1319.5326
568.285505,186,1321.335234
553.946132,188,1321.637058
735.799758,247,1323.425013
665.689187,227,1323.786794
550.503965,185,1324.059766
582.857164,194,1325.718035
575.724574,209,1326.036738
666.140133,250,1327.821239
607.196294,201,1328.164997
539.730461,184,1328.507773
530.276352,172,1330.282483
561.956491,192,1330.591084
508.427193,175,1330.865015
571.04745,199,1332.593348
585.053623,204,1332.926904
411.576998,149,1333.154302
699.926684,253,1335.006058
580.958568,209,1335.348052
116.641301,64,1337.016062
617.991017,253,1337.437391
530.096671,178,1338.253865
485.927375,178,1340.357832
623.807357,220,1340.689548
611.154565,223,1342.431104
657.865354,223,1342.751477
605.751056,202,1343.067374
643.664482,231,1344.875837
553.130088,194,1345.171239
629.137959,219,1346.927458
530.456766,187,1347.21842
581.745823,187,1347.532788
591.885589,235,1349.338672
374.167114,165,1349.620157
634.360585,215,1351.490736
654.343619,216,1351.849961
665.554287,216,1352.225634
541.288988,205,1354.188053
700.788649,231,1354.640475
643.342343,226,1356.443421
421.605823,167,1356.691792
715.045877,234,1358.356352
687.153495,251,1358.73927
669.729754,227,1359.071
515.181987,180,1360.657249
521.514105,178,1360.930513
712.776491,239,1362.675918
488.43873,167,1362.931629
575.401878,198,1363.242394
808.386132,253,1364.985732
614.189829,215,1365.325668
413.76922,154,1367.2509
322.55932,158,1367.500259
750.9686,244,1367.887423
883.685507,270,1369.965064
751.781555,232,1370.334116
638.534233,205,1372.368971
771.439808,233,1372.784254
607.883821,234,1374.926483
603.652549,220,1375.358633
611.237633,208,1375.788668
440.06153,156,1377.604013
755.498252,252,1378.035784
873.486096,297,1379.977354
622.095164,207,1380.29022
563.328888,192,1382.13237
580.331959,217,1382.459395
566.170215,192,1382.783514
473.079427,164,1384.668478
705.006033,229,1385.070406
651.345175,205,1387.189818
588.291677,200,1387.548195
570.492923,186,1387.889927
753.69559,229,1390.130336
690.185628,249,1390.547338
676.723327,241,1392.736402
715.047033,237,1393.167299
664.895215,225,1395.582197
483.906303,225,1396.001038
543.484339,190,1396.317079
556.772705,201,1398.523677
725.584648,235,1398.983813
704.207869,228,1400.999948
750.089468,239,1401.448638
627.508995,207,1403.938437
716.376271,224,1404.35545
539.494878,172,1404.604629
586.752488,206,1406.630208
707.819018,256,1407.010667
498.754913,170,1408.974124
616.936341,195,1409.313141
555.467821,195,1409.619923
602.333699,203,1411.760143
909.00622,266,1412.168602
797.50824,249,1414.457308
586.525861,195,1414.832199
612.795656,215,1416.776646
714.367908,230,1417.171669
708.74248,220,1417.53923
660.378181,215,1419.665465
97.718252,208,1420.025384
573.895962,194,1422.032447
111.234196,62,1422.121929
411.874341,184,1422.391344
494.969632,171,1422.666919
857.84356,284,1424.852228
501.979688,174,1425.16374
550.960996,185,1427.101212
1086.74503,313,1427.58183
612.851965,195,1429.424372
625.220667,194,1429.720833
757.148972,247,1431.697919
620.637489,210,1432.022143
440.089642,159,1432.255041
796.20636,263,1434.176291
662.525261,242,1434.550197
758.773918,249,1436.583207
708.323575,235,1436.945819
755.821618,241,1440.247599
623.857826,218,1440.597205
573.333397,215,1442.745181
679.190142,221,1443.097463
506.802111,199,1443.433934
508.765397,182,1445.491767
447.557685,161,1445.736004
682.272532,225,1446.095524
526.675466,176,1448.126402
593.950954,204,1448.455073
729.685532,251,1450.507575
443.257839,188,1450.770809
526.567207,174,1451.016415
679.292799,211,1453.025571
749.11667,263,1453.45856
681.562416,210,1455.413077
906.637752,288,1455.854239
507.354502,169,1457.796939
796.364806,246,1458.19718
740.309784,238,1460.574544
631.742279,202,1460.878428
584.413831,190,1461.138752
679.112161,214,1463.082986
828.929369,252,1463.439911
697.494411,220,1465.347527
690.06022,236,1465.707141
817.059739,262,1467.610193
742.925683,236,1468.4384
828.201188,246,1470.529719
397.282714,167,1470.804667
675.242631,223,1471.154586
654.650333,201,1472.980262
677.08356,233,1473.333563
521.37064,184,1475.12051
609.733554,206,1475.432609
532.471967,179,1475.70332
518.694709,170,1477.468939
704.169349,221,1477.800837
524.551187,183,1478.091435
761.382271,250,1480.264866
497.09774,171,1480.523633
591.936289,235,1482.456347
297.191717,121,1482.632343
698.616545,224,1482.973282
703.069811,231,1484.912777
575.690671,195,1485.266996
508.698626,182,1487.252714
726.948642,255,1487.643205
656.830174,210,1489.619872
1047.565351,346,1490.374104
628.058797,197,1492.561014
766.899925,256,1492.99722
609.919309,204,1493.375201
460.314674,155,1495.415612
610.224277,218,1495.840621
635.370504,203,1497.655434
682.618864,224,1498.028847
724.45279,235,1499.993281
107.92356,63,1500.089297
537.596718,177,1501.161829
581.582162,184,1501.477652
619.731765,254,1503.595065
817.534952,237,1504.041074
607.986226,197,1506.201529
144.506384,72,1506.349878
779.340925,237,1506.775454
226.66781,91,1506.907017
644.527193,225,1509.167777
402.222981,152,1509.387409
766.971325,243,1511.344577
776.913461,249,1511.764767
572.196489,180,1513.668785
642.601793,201,1514.029294
753.422398,236,1514.400565
578.446953,191,1516.236284
660.043444,254,1516.708495
720.08313,237,1518.709689
666.44372,201,1519.027959
600.303444,196,1519.797766
876.989346,295,1522.040874
513.511379,181,1522.426744
627.279993,203,1524.343545
630.662856,216,1524.681513
113.950894,65,1524.797206
587.381715,210,1526.657791
609.418606,236,1527.067159
557.003302,204,1528.998747
582.964197,182,1529.2748
766.508658,254,1529.703846
672.260574,234,1531.865224
779.432134,274,1532.317306
375.266133,166,1534.622831
711.632999,217,1534.974383
853.41421,260,1537.131388
110.83178,67,1537.24165
585.749482,198,1537.591392
582.566096,217,1539.332183
434.387104,142,1539.584223
566.79041,188,1539.877827
561.925333,194,1541.498788
405.821361,142,1541.744632
705.697076,233,1542.166717
624.443926,216,1543.764213
440.666055,149,1544.068679
707.968344,225,1545.849363
838.825236,272,1546.280352
665.49399,215,1548.195288
644.503747,217,1548.563645
734.197022,241,1548.975232
737.457872,222,1551.227008
724.772072,260,1551.687885
757.772883,238,1553.637734
217.677682,92,1553.786713
888.448923,259,1554.220347
878.043195,256,1556.194675
756.171688,297,1558.240689
806.991558,255,1558.672087
828.491071,271,1560.55058
716.40326,229,1560.890256
476.947383,166,1562.181472
697.843386,238,1564.016423
682.259106,207,1564.341262
841.207643,282,1566.909204
477.415096,221,1567.243767
635.683158,224,1569.218137
827.137492,242,1569.605045
777.808429,237,1571.619286
690.82477,220,1571.975659
736.675504,238,1572.360572
707.675402,230,1574.238374
672.806882,206,1574.5417
781.595398,243,1576.399948
651.732848,221,1576.726959
807.73526,259,1578.997317
427.463782,196,1579.396397
771.563773,248,1581.232106
493.065016,163,1581.461898
758.81321,229,1581.811987
613.812011,203,1583.526635
110.981711,65,1583.616553
106.856965,67,1583.709252
609.349695,197,1584.001426
679.525499,225,1586.076821
584.177926,188,1586.371195
795.476059,247,1588.587684
797.396203,243,1589.009027
560.581799,217,1591.110347
485.789418,162,1591.35645
611.6745,207,1591.69276
657.613064,199,1593.748081
743.875851,227,1594.144306
659.748137,222,1596.338123
772.750558,234,1596.71724
606.49554,229,1599.850824
611.986799,238,1600.261979
641.529508,199,1600.646151
837.411355,262,1603.058051
570.574319,196,1603.362827
706.236501,241,1605.621883
715.893839,231,1606.007258
948.146791,275,1608.313296
571.16995,189,1608.623144
841.141154,252,1610.681417
706.527425,220,1611.074215
755.084881,234,1611.441797
657.0998,216,1613.3244
821.929231,274,1613.746593
835.716291,249,1615.51686
728.434677,229,1615.953875
435.884815,147,1617.813204
457.084842,202,1618.118822
871.682109,263,1620.021206
591.334464,212,1620.386521
683.829721,268,1620.814675
784.860235,240,1622.857886
561.740487,184,1623.147597
638.045125,196,1625.066598
690.048311,239,1625.46155
360.386062,130,1625.72949
526.216807,173,1627.512918
620.690612,216,1627.872019
235.95863,98,1628.050223
462.359144,153,1629.839889
855.71653,248,1630.275682
929.896526,275,1633.196905
732.819113,231,1633.624658
114.310395,66,1633.74613
851.544733,259,1635.934728
591.515448,202,1636.298856
769.287968,238,1638.410129
600.747015,197,1639.062791
752.473498,250,1641.272346
685.307805,227,1641.616132
760.716902,267,1642.055185
673.611787,217,1643.682211
743.612933,220,1643.995838
818.018934,250,1646.011296
801.635792,270,1646.409577
714.235667,229,1648.118299
783.07445,233,1648.457868
121.017908,66,1648.551522
763.776344,245,1650.492467
738.161853,262,1650.892487
688.7064,246,1652.953138
959.524199,288,1653.478062
797.931433,261,1655.826402
840.811072,296,1656.305215
720.687059,226,1658.267742
403.195058,140,1658.508035
727.177288,253,1660.560045
759.570671,234,1660.951343
570.364729,209,1663.1186
631.641493,209,1663.468282
398.206504,136,1663.684368
903.419349,274,1666.688088
752.602277,244,1667.104388
823.433179,254,1669.251879
903.633094,260,1669.721294
704.394247,253,1671.991244
758.447147,259,1672.397846
682.631721,231,1674.505973
690.774914,238,1674.881311
782.803874,246,1677.160169
568.081766,201,1677.491426
899.235391,287,1679.911767
781.148034,273,1680.352707
756.692497,247,1682.620213
548.753427,181,1682.897489
812.088394,253,1683.305619
735.239118,223,1685.542131
907.026057,270,1686.045774
685.938518,217,1688.270341
816.457653,257,1689.771748
692.921592,230,1691.628994
691.49608,231,1692.005307
785.801206,235,1694.038054
668.770937,203,1694.392736
766.675719,233,1696.659168
627.28847,230,1697.023216
851.270387,251,1700.077284
704.309751,212,1700.440652
693.55844,212,1700.734895
727.990886,236,1702.49788
528.645485,186,1702.773514
632.248057,205,1704.564224
832.292291,307,1705.112465
484.919971,157,1705.384926
781.701998,251,1707.593981
749.811091,229,1707.932334
558.883258,183,1710.179726
650.652393,215,1710.55303
819.560064,244,1712.720232
133.993288,246,1713.188801
524.463491,168,1713.442972
707.92716,230,1715.60539
698.645243,228,1716.015438
793.100045,245,1718.271747
875.647311,255,1718.679438
762.100251,228,1720.428612
800.51233,240,1720.800839
733.637336,251,1722.808367
729.27311,219,1723.171617
730.108647,265,1725.233352
454.497058,152,1725.487713
653.115439,223,1725.857724
832.660918,247,1728.018029
971.571178,281,1728.476274
772.919962,248,1730.583972
866.607308,256,1731.826669
635.365614,227,1733.977809
745.244754,234,1734.380968
888.98643,275,1736.49825
755.672831,219,1736.87952
798.946302,239,1738.993823
718.379163,220,1739.38418
501.461493,171,1741.351664
749.181911,229,1741.780727
784.158818,253,1742.172761
800.08033,243,1744.452878
736.897658,223,1744.810419
711.975171,222,1746.963596
761.928043,253,1747.408405
537.585407,186,1749.382767
693.167669,243,1749.75868
663.056378,235,1751.915245
431.346813,145,1752.18003
798.239782,248,1752.66849
566.061575,197,1754.928621
619.56463,197,1755.263146
1051.510937,311,1757.267349
918.768016,290,1757.734399
823.583344,257,1760.077205
895.140382,262,1760.527982
822.596793,243,1762.544524
815.894096,233,1762.962001
826.014857,267,1765.54162
850.51679,258,1766.032984
633.370815,209,1768.032289
604.881562,199,1768.350886
796.891321,234,1770.473861
849.280071,279,1770.966326
815.000341,265,1772.808656
792.407294,256,1773.320851
