#{"t_start": 1780237883.336712, "env_id": "Hopper-v4"}
r,l,t
1050.89096,1000,372.339249
1049.521082,1000,374.771963
1047.519238,1000,377.81304
1048.596347,1000,380.22772
1046.476314,1000,382.591158
1046.181645,1000,384.955161
1048.911958,1000,387.172384
1047.429249,1000,393.917655
1049.869063,1000,396.433375
1048.884577,1000,399.170359
1046.114808,1000,401.345238
1046.65116,1000,403.55474
1044.943277,1000,405.839446
1048.659591,1000,408.176543
1046.204865,1000,411.262924
1046.393083,1000,413.183629
1046.018867,1000,415.504645
1045.525661,1000,417.696847
1044.559837,1000,419.973733
1044.934749,1000,422.590092
1046.364171,1000,424.954959
1043.623818,1000,427.519857
1044.649449,1000,430.076585
1044.979452,1000,432.592093
1043.251278,1000,435.261868
1042.761462,1000,437.883314
1044.969485,1000,440.423667
1046.342972,1000,443.749434
1048.656484,1000,446.239393
1047.585259,1000,448.920201
1050.779819,1000,451.336552
1049.131744,1000,453.944943
1049.304256,1000,461.430782
1049.496754,1000,463.852873
1048.721251,1000,466.378234
1049.342222,1000,469.066918
1049.136742,1000,470.980913
1048.591579,1000,473.401779
1047.331107,1000,476.571261
1046.788482,1000,479.415234
1045.299236,1000,482.10288
1049.946876,1000,484.762595
1048.293497,1000,487.24388
1048.538484,1000,489.744802
1051.426435,1000,492.207144
1048.38666,1000,494.672098
1048.78893,1000,497.083229
1047.779054,1000,499.568151
1048.703401,1000,502.089829
1046.256239,1000,504.59613
1047.150692,1000,507.115948
1047.735415,1000,510.407161
1048.875514,1000,512.968124
1048.022603,1000,515.491981
1047.308474,1000,518.123159
1047.618725,1000,520.383494
1046.208514,1000,522.575596
1046.898661,1000,529.079495
1045.831164,1000,531.042153
1044.806066,1000,533.293079
1045.840486,1000,535.532062
1047.374934,1000,537.757832
1047.683215,1000,539.926469
1045.476507,1000,542.883696
1045.90401,1000,545.42244
1045.8285,1000,548.264071
1045.523146,1000,550.927341
1047.421136,1000,553.730857
1046.742432,1000,556.642983
1047.165718,1000,559.414494
573.041724,525,560.801578
861.567762,815,563.367232
1047.238819,1000,566.07638
1046.171757,1000,568.432687
1046.363972,1000,571.314214
1045.223898,1000,574.883321
1048.917062,1000,577.28405
1048.925553,1000,580.011348
1047.670167,1000,582.680987
1046.341188,1000,585.132328
1046.995122,1000,587.909393
1045.558304,1000,590.522617
1046.167736,1000,593.101947
1046.162077,1000,597.961563
847.338458,797,600.165665
232.391887,188,600.458157
1044.788226,1000,603.127779
1043.722737,1000,605.712251
1045.377804,1000,608.849637
1044.337381,1000,611.262178
1044.286666,1000,613.582507
1045.222923,1000,615.880156
1047.255924,1000,618.279717
1045.563691,1000,620.592542
1046.157808,1000,622.594251
1048.82909,1000,624.969665
1051.370785,1000,627.224061
1050.269344,1000,629.52251
1050.497678,1000,631.827038
1053.626522,1000,634.268234
807.882449,738,636.289646
1054.169891,1000,638.915884
518.319179,464,639.92582
1048.453636,1000,642.873747
1048.118068,1000,644.679582
1053.297454,1000,647.031792
1049.463674,1000,649.321849
1055.682977,961,651.800923
1047.484549,1000,654.216564
1047.099606,1000,656.564888
1047.320235,1000,663.289506
1047.260158,1000,665.700389
1045.976636,1000,668.118391
1052.791947,1000,670.37253
1045.303191,1000,672.61308
1046.845799,1000,675.522738
1043.924024,1000,677.786986
1045.337949,1000,680.06774
1044.437828,1000,682.304682
1046.134757,1000,684.673505
1046.73125,1000,687.163706
1042.899044,1000,689.600099
1043.643039,1000,692.009409
1043.315097,1000,694.440198
1043.7731,1000,696.44119
1043.968338,1000,699.269094
1042.935913,1000,701.638171
1042.748242,1000,703.99952
1041.835827,1000,707.080757
1042.225957,1000,709.468776
1041.22709,1000,711.884513
1040.063338,1000,714.352681
1041.997104,1000,716.97337
1041.283814,1000,719.561617
1042.761028,1000,722.083355
1040.649362,1000,728.720416
1040.827136,1000,731.069749
1040.876083,1000,733.434026
1040.308424,1000,735.845078
1041.460541,1000,738.078955
1039.713666,1000,741.039968
1039.527659,1000,743.260555
1039.925789,1000,745.441102
1040.530929,1000,747.807726
1041.22225,1000,750.35879
1039.055871,1000,752.303705
1039.181818,1000,754.536506
1042.098953,1000,756.988464
1040.462532,1000,759.749789
1040.060044,1000,762.061976
1040.95594,1000,764.469874
1039.275163,1000,766.751502
1040.384743,1000,768.968937
1040.370036,1000,771.314048
1039.929944,1000,774.49369
1039.745073,1000,776.976197
1040.799164,1000,779.353431
1040.501547,1000,781.585951
1039.589996,1000,783.780743
1040.87196,1000,786.295084
1040.704744,1000,793.833683
1038.771663,1000,796.620028
1038.33179,1000,799.049721
1041.628185,1000,801.518307
1039.556158,1000,804.152833
1039.107433,1000,807.570963
1038.174218,1000,809.697597
1037.569659,1000,812.363043
1039.511137,1000,814.981721
1040.097511,1000,817.307508
1038.930572,1000,820.053571
1039.238169,1000,822.384035
1038.790316,1000,824.774524
1038.893571,1000,827.240131
1041.963136,1000,829.839081
1039.19909,1000,832.252318
1038.393648,1000,834.690293
1037.918157,1000,837.256039
1040.172189,1000,840.253782
1040.402116,1000,842.589865
1039.46305,1000,844.918077
1039.008579,1000,847.208678
1038.97053,1000,849.508662
1039.965505,1000,851.759267
1040.028594,1000,853.975349
1038.528031,1000,860.623536
1040.163423,1000,863.012725
1038.633457,1000,865.289428
1038.024924,1000,867.137989
1039.443219,1000,869.462957
1039.200318,1000,872.445248
1038.447633,1000,874.780574
1041.092174,1000,877.110967
1041.360161,1000,879.92425
1039.708253,1000,882.082406
1039.017481,1000,884.230593
1039.922403,1000,886.504744
1039.237768,1000,888.872969
1038.779479,1000,891.228377
1039.704091,1000,893.567513
670.514497,514,894.745591
1038.957747,1000,897.041398
627.130383,449,898.154191
1075.093679,1000,900.451916
1037.501879,1000,902.720088
1038.345615,1000,905.746255
1056.520735,1000,908.387908
1037.652216,1000,910.882525
